CARRIER,DEP_TIME,DEST,FL_DATE,FL_NUM,ORIGIN,Weather,TAIL_NUM,Flight Status
US,657,LGA,01/12/2004,2160,DCA,0,N762UW,delayed
US,758,LGA,01/12/2004,2162,DCA,0,N722UW,ontime
US,857,LGA,01/12/2004,2164,DCA,0,N708UW,ontime
US,955,LGA,01/12/2004,2166,DCA,0,N724UW,ontime
US,1058,LGA,01/12/2004,2168,DCA,0,N762UW,delayed
US,1156,LGA,01/12/2004,2170,DCA,0,N722UW,ontime
US,1256,LGA,01/12/2004,2172,DCA,0,N708UW,ontime
US,1358,LGA,01/12/2004,2174,DCA,0,N724UW,ontime
US,1458,LGA,01/12/2004,2176,DCA,0,N762UW,ontime
US,1559,LGA,01/12/2004,2178,DCA,0,N722UW,ontime
US,1656,LGA,01/12/2004,2180,DCA,0,N708UW,delayed
US,1756,LGA,01/12/2004,2182,DCA,0,N724UW,ontime
US,1858,LGA,01/12/2004,2184,DCA,0,N762UW,ontime
US,1958,LGA,01/12/2004,2186,DCA,0,N722UW,ontime
US,2056,LGA,01/12/2004,2188,DCA,0,N708UW,ontime
RU,656,EWR,01/12/2004,2703,BWI,0,N16976,ontime
RU,1509,EWR,01/12/2004,2403,BWI,0,N15926,delayed
RU,1720,EWR,01/12/2004,3372,BWI,0,N12552,ontime
RU,1040,EWR,01/12/2004,2303,BWI,0,N12540,ontime
CO,729,EWR,01/12/2004,806,DCA,0,N32626,ontime
CO,1257,EWR,01/12/2004,808,DCA,0,N23657,ontime
CO,1732,EWR,01/12/2004,814,DCA,0,N61304,delayed
CO,1852,EWR,01/12/2004,816,DCA,0,N15659,ontime
DH,831,EWR,01/12/2004,7299,IAD,0,N664BR,ontime
DH,1710,EWR,01/12/2004,7302,IAD,0,N695BR,ontime
DH,1359,EWR,01/12/2004,7303,IAD,0,N695BR,delayed
DH,2112,EWR,01/12/2004,7304,IAD,0,N333UE,ontime
DH,622,EWR,01/12/2004,7305,IAD,0,N327UE,ontime
DH,1421,EWR,01/12/2004,7307,IAD,0,N332UE,ontime
RU,1348,EWR,01/12/2004,2216,DCA,0,N12540,ontime
RU,858,EWR,01/12/2004,2582,DCA,0,N19554,ontime
RU,1519,EWR,01/12/2004,2261,DCA,0,N16976,ontime
RU,1649,EWR,01/12/2004,2497,IAD,0,N12567,ontime
RU,1857,EWR,01/12/2004,2385,IAD,0,N16976,ontime
RU,2056,EWR,01/12/2004,2879,DCA,0,N16927,ontime
RU,1253,EWR,01/12/2004,2692,IAD,0,N17507,ontime
RU,651,EWR,01/12/2004,2761,DCA,0,N21537,ontime
RU,1622,EWR,01/12/2004,2181,DCA,0,N16963,ontime
RU,657,EWR,01/12/2004,2855,IAD,0,N12996,ontime
RU,1456,EWR,01/12/2004,2156,IAD,0,N41104,ontime
OH,1453,JFK,01/13/2004,5935,BWI,0,N967CA,ontime
DH,1639,JFK,01/13/2004,6155,DCA,0,N426FJ,ontime
DH,1238,LGA,01/13/2004,7208,IAD,0,N328UE,ontime
DH,1922,LGA,01/13/2004,7215,IAD,0,N642BR,delayed
DH,2124,LGA,01/13/2004,7684,IAD,0,N648BR,ontime
DH,655,LGA,01/13/2004,7790,IAD,0,N690BR,delayed
DH,1038,LGA,01/13/2004,7792,IAD,0,N690BR,ontime
DH,833,JFK,01/13/2004,7800,IAD,0,N628BR,ontime
DH,1236,JFK,01/13/2004,7806,IAD,0,N327UE,ontime
DH,1450,JFK,01/13/2004,7808,IAD,0,N316UE,ontime
DH,1640,JFK,01/13/2004,7810,IAD,0,N331UE,ontime
DH,1713,JFK,01/13/2004,7812,IAD,0,N330UE,ontime
DH,2125,JFK,01/13/2004,7814,IAD,0,N625BR,ontime
DH,1642,JFK,01/13/2004,7816,IAD,0,N328UE,delayed
DL,1453,JFK,01/13/2004,746,DCA,0,N904DE,ontime
DL,629,LGA,01/13/2004,1740,DCA,0,N223DZ,ontime
DL,729,LGA,01/13/2004,1742,DCA,0,N221DL,ontime
DL,831,LGA,01/13/2004,1744,DCA,0,N222DZ,ontime
DL,929,LGA,01/13/2004,1746,DCA,0,N224DA,ontime
DL,1029,LGA,01/13/2004,1748,DCA,0,N223DZ,ontime
DL,1128,LGA,01/13/2004,1750,DCA,0,N221DL,ontime
DL,1228,LGA,01/13/2004,1752,DCA,0,N222DZ,ontime
DL,1329,LGA,01/13/2004,1754,DCA,0,N224DA,ontime
DL,1429,LGA,01/13/2004,1756,DCA,0,N223DZ,ontime
DL,1529,LGA,01/13/2004,1758,DCA,0,N221DL,ontime
DL,1634,LGA,01/13/2004,1760,DCA,0,N222DZ,delayed
DL,1733,LGA,01/13/2004,1762,DCA,0,N224DA,ontime
DL,1830,LGA,01/13/2004,1764,DCA,0,N223DZ,ontime
DL,1930,LGA,01/13/2004,1766,DCA,0,N221DL,ontime
DL,2028,LGA,01/13/2004,1768,DCA,0,N222DZ,delayed
MQ,1516,JFK,01/13/2004,4752,DCA,0,N709MQ,ontime
MQ,553,JFK,01/13/2004,4760,DCA,0,N707MQ,ontime
MQ,1851,JFK,01/13/2004,4784,DCA,0,N700MQ,delayed
MQ,650,LGA,01/13/2004,4952,DCA,0,N715MQ,ontime
MQ,755,LGA,01/13/2004,4954,DCA,0,N724MQ,ontime
MQ,851,LGA,01/13/2004,4956,DCA,0,N709MQ,ontime
MQ,1050,LGA,01/13/2004,4960,DCA,0,N715MQ,ontime
MQ,1248,LGA,01/13/2004,4964,DCA,0,N736MQ,ontime
MQ,1401,LGA,01/13/2004,4966,DCA,0,N733MQ,ontime
MQ,1453,LGA,01/13/2004,4968,DCA,0,N704MQ,ontime
MQ,1700,LGA,01/13/2004,4970,DCA,0,N703MQ,delayed
MQ,1811,LGA,01/13/2004,4972,DCA,0,N727MQ,delayed
MQ,2007,LGA,01/13/2004,4976,DCA,0,N846MQ,delayed
UA,845,LGA,01/13/2004,846,IAD,0,N514UA,ontime
US,629,LGA,01/13/2004,1479,DCA,0,N730UW,ontime
US,658,LGA,01/13/2004,2160,DCA,0,N756UW,ontime
US,756,LGA,01/13/2004,2162,DCA,0,N741UW,ontime
US,857,LGA,01/13/2004,2164,DCA,0,N737UW,ontime
US,958,LGA,01/13/2004,2166,DCA,0,N722UW,ontime
US,1057,LGA,01/13/2004,2168,DCA,0,N756UW,ontime
US,1156,LGA,01/13/2004,2170,DCA,0,N741UW,ontime
US,1255,LGA,01/13/2004,2172,DCA,0,N737UW,ontime
US,1359,LGA,01/13/2004,2174,DCA,0,N722UW,ontime
US,1459,LGA,01/13/2004,2176,DCA,0,N756UW,ontime
US,1558,LGA,01/13/2004,2178,DCA,0,N741UW,delayed
US,1706,LGA,01/13/2004,2180,DCA,0,N748UW,ontime
US,1759,LGA,01/13/2004,2182,DCA,0,N722UW,ontime
US,1857,LGA,01/13/2004,2184,DCA,0,N756UW,ontime
US,1956,LGA,01/13/2004,2186,DCA,0,N741UW,ontime
US,2056,LGA,01/13/2004,2188,DCA,0,N746UW,ontime
RU,1025,EWR,01/13/2004,2303,BWI,0,N14542,ontime
RU,1831,EWR,01/13/2004,3372,BWI,0,N14542,delayed
RU,653,EWR,01/13/2004,2703,BWI,0,N12530,ontime
RU,1537,EWR,01/13/2004,2403,BWI,0,N13990,delayed
CO,729,EWR,01/13/2004,806,DCA,0,N16632,ontime
CO,1816,EWR,01/13/2004,814,DCA,0,N14337,delayed
CO,1924,EWR,01/13/2004,816,DCA,0,N16632,delayed
CO,1258,EWR,01/13/2004,808,DCA,0,N16646,ontime
DH,836,EWR,01/13/2004,7299,IAD,0,N658BR,ontime
DH,1708,EWR,01/13/2004,7302,IAD,0,N693BR,ontime
DH,1237,EWR,01/13/2004,7303,IAD,0,N693BR,ontime
DH,2115,EWR,01/13/2004,7304,IAD,0,N698BR,ontime
DH,626,EWR,01/13/2004,7305,IAD,0,N312UE,ontime
DH,1740,EWR,01/13/2004,7307,IAD,0,N308UE,delayed
RU,1255,EWR,01/13/2004,2367,IAD,0,N14974,ontime
RU,655,EWR,01/13/2004,2855,IAD,0,N17560,ontime
RU,1456,EWR,01/13/2004,2156,IAD,0,N16149,ontime
RU,1655,EWR,01/13/2004,2497,IAD,0,N12922,ontime
RU,1355,EWR,01/13/2004,2216,DCA,0,N14542,ontime
RU,1927,EWR,01/13/2004,2385,IAD,0,N15983,delayed
RU,1519,EWR,01/13/2004,2261,DCA,0,N19554,ontime
RU,641,EWR,01/13/2004,2761,DCA,0,N24103,ontime
RU,1625,EWR,01/13/2004,2181,DCA,0,N14974,ontime
RU,855,EWR,01/13/2004,2582,DCA,0,N12552,ontime
RU,2055,EWR,01/13/2004,2879,DCA,0,N26549,ontime
OH,1500,JFK,01/14/2004,5935,BWI,0,N796CA,ontime
DH,1630,JFK,01/14/2004,6155,DCA,0,N415FJ,ontime
DH,1243,LGA,01/14/2004,7208,IAD,0,N679BR,ontime
DH,1722,LGA,01/14/2004,7215,IAD,0,N684BR,ontime
DH,2118,LGA,01/14/2004,7684,IAD,0,N673BR,ontime
DH,640,LGA,01/14/2004,7790,IAD,0,N687BR,ontime
DH,1034,LGA,01/14/2004,7792,IAD,0,N315UE,ontime
DH,844,JFK,01/14/2004,7800,IAD,0,N642BR,ontime
DH,1243,JFK,01/14/2004,7806,IAD,0,N330UE,ontime
DH,1450,JFK,01/14/2004,7808,IAD,0,N309UE,ontime
DH,1640,JFK,01/14/2004,7810,IAD,0,N332UE,ontime
DH,1714,JFK,01/14/2004,7812,IAD,0,N333UE,ontime
DH,2119,JFK,01/14/2004,7814,IAD,0,N625BR,ontime
DH,1631,JFK,01/14/2004,7816,IAD,0,N315UE,ontime
DL,1454,JFK,01/14/2004,746,DCA,0,N987DL,ontime
DL,631,LGA,01/14/2004,1740,DCA,0,N223DZ,ontime
DL,730,LGA,01/14/2004,1742,DCA,0,N224DA,ontime
DL,829,LGA,01/14/2004,1744,DCA,0,N231DN,ontime
DL,929,LGA,01/14/2004,1746,DCA,0,N221DL,ontime
DL,1029,LGA,01/14/2004,1748,DCA,0,N223DZ,ontime
DL,1132,LGA,01/14/2004,1750,DCA,0,N224DA,delayed
DL,1230,LGA,01/14/2004,1752,DCA,0,N231DN,ontime
DL,1329,LGA,01/14/2004,1754,DCA,0,N221DL,ontime
DL,1431,LGA,01/14/2004,1756,DCA,0,N223DZ,ontime
DL,1530,LGA,01/14/2004,1758,DCA,0,N224DA,delayed
DL,1631,LGA,01/14/2004,1760,DCA,0,N231DN,ontime
DL,1728,LGA,01/14/2004,1762,DCA,0,N221DL,ontime
DL,1829,LGA,01/14/2004,1764,DCA,0,N223DZ,ontime
DL,1928,LGA,01/14/2004,1766,DCA,0,N224DA,delayed
DL,2030,LGA,01/14/2004,1768,DCA,0,N231DN,delayed
MQ,1526,JFK,01/14/2004,4752,DCA,0,N813MQ,ontime
MQ,553,JFK,01/14/2004,4760,DCA,0,N843MQ,ontime
MQ,1825,JFK,01/14/2004,4784,DCA,0,N728MQ,ontime
MQ,657,LGA,01/14/2004,4952,DCA,0,N707MQ,delayed
MQ,757,LGA,01/14/2004,4954,DCA,0,N734MQ,ontime
MQ,853,LGA,01/14/2004,4956,DCA,0,N721MQ,ontime
MQ,1111,LGA,01/14/2004,4960,DCA,0,N707MQ,delayed
MQ,1255,LGA,01/14/2004,4964,DCA,0,N724MQ,ontime
MQ,1454,LGA,01/14/2004,4968,DCA,0,N728MQ,ontime
MQ,1612,LGA,01/14/2004,4970,DCA,0,N723MQ,ontime
MQ,1658,LGA,01/14/2004,4972,DCA,0,N724MQ,ontime
MQ,1917,LGA,01/14/2004,4976,DCA,0,N726MQ,ontime
UA,847,LGA,01/14/2004,846,IAD,0,N533UA,ontime
US,627,LGA,01/14/2004,1479,DCA,0,N737UW,ontime
US,657,LGA,01/14/2004,2160,DCA,0,N748UW,ontime
US,757,LGA,01/14/2004,2162,DCA,0,N756UW,ontime
US,856,LGA,01/14/2004,2164,DCA,0,N739UW,ontime
US,1001,LGA,01/14/2004,2166,DCA,0,N707UW,ontime
US,1057,LGA,01/14/2004,2168,DCA,0,N748UW,ontime
US,1157,LGA,01/14/2004,2170,DCA,0,N756UW,ontime
US,1257,LGA,01/14/2004,2172,DCA,0,N739UW,ontime
US,1356,LGA,01/14/2004,2174,DCA,0,N707UW,ontime
US,1500,LGA,01/14/2004,2176,DCA,0,N748UW,ontime
US,1559,LGA,01/14/2004,2178,DCA,0,N756UW,ontime
US,1653,LGA,01/14/2004,2180,DCA,0,N739UW,ontime
US,1757,LGA,01/14/2004,2182,DCA,0,N707UW,ontime
US,1858,LGA,01/14/2004,2184,DCA,0,N748UW,ontime
US,1959,LGA,01/14/2004,2186,DCA,0,N756UW,delayed
US,2059,LGA,01/14/2004,2188,DCA,0,N739UW,ontime
RU,655,EWR,01/14/2004,2703,BWI,0,N14542,ontime
RU,1449,EWR,01/14/2004,2403,BWI,0,N14570,ontime
RU,1722,EWR,01/14/2004,3372,BWI,0,N14974,ontime
RU,1035,EWR,01/14/2004,2303,BWI,0,N12921,ontime
CO,1257,EWR,01/14/2004,808,DCA,0,N11612,ontime
CO,1915,EWR,01/14/2004,816,DCA,0,N14667,ontime
CO,731,EWR,01/14/2004,806,DCA,0,N14667,ontime
CO,1745,EWR,01/14/2004,814,DCA,0,N39343,delayed
DH,848,EWR,01/14/2004,7299,IAD,0,N658BR,ontime
DH,1703,EWR,01/14/2004,7302,IAD,0,N693BR,ontime
DH,1245,EWR,01/14/2004,7303,IAD,0,N693BR,ontime
DH,2330,EWR,01/14/2004,7304,IAD,0,N629BR,delayed
DH,629,EWR,01/14/2004,7305,IAD,0,N301UE,ontime
DH,1502,EWR,01/14/2004,7307,IAD,0,N324UE,delayed
RU,656,EWR,01/14/2004,2855,IAD,0,N13949,ontime
RU,1703,EWR,01/14/2004,2497,IAD,0,N15555,ontime
RU,856,EWR,01/14/2004,2582,DCA,0,N13995,ontime
RU,1355,EWR,01/14/2004,2216,DCA,0,N12921,ontime
RU,643,EWR,01/14/2004,2761,DCA,0,N14148,ontime
RU,1456,EWR,01/14/2004,2156,IAD,0,N34111,ontime
RU,1625,EWR,01/14/2004,2181,DCA,0,N17560,ontime
RU,1858,EWR,01/14/2004,2385,IAD,0,N34111,ontime
RU,1255,EWR,01/14/2004,2367,IAD,0,N17560,ontime
RU,1524,EWR,01/14/2004,2261,DCA,0,N13964,ontime
RU,2100,EWR,01/14/2004,2879,DCA,0,N16911,ontime
OH,1455,JFK,01/15/2004,5935,BWI,0,N812CA,ontime
DH,1637,JFK,01/15/2004,6155,DCA,0,N419FJ,ontime
DH,1310,LGA,01/15/2004,7208,IAD,0,N683BR,ontime
DH,1545,LGA,01/15/2004,7211,IAD,0,N671BR,delayed
DH,2133,LGA,01/15/2004,7684,IAD,0,N686BR,delayed
DH,858,JFK,01/15/2004,7800,IAD,0,N673BR,ontime
DH,1236,JFK,01/15/2004,7806,IAD,0,N333UE,ontime
DH,1502,JFK,01/15/2004,7808,IAD,0,N311UE,ontime
DH,1644,JFK,01/15/2004,7810,IAD,0,N313UE,ontime
DH,1714,JFK,01/15/2004,7812,IAD,0,N316UE,ontime
DH,2138,JFK,01/15/2004,7814,IAD,0,N680BR,ontime
DH,1605,JFK,01/15/2004,7816,IAD,0,N328UE,ontime
DL,1501,JFK,01/15/2004,746,DCA,0,N963DL,ontime
DL,630,LGA,01/15/2004,1740,DCA,0,N223DZ,ontime
DL,729,LGA,01/15/2004,1742,DCA,0,N221DL,delayed
DL,943,LGA,01/15/2004,1746,DCA,0,N224DA,ontime
DL,1130,LGA,01/15/2004,1750,DCA,0,N221DL,ontime
DL,1330,LGA,01/15/2004,1754,DCA,0,N224DA,ontime
DL,1428,LGA,01/15/2004,1756,DCA,0,N231DN,ontime
DL,1530,LGA,01/15/2004,1758,DCA,0,N221DL,ontime
DL,1630,LGA,01/15/2004,1760,DCA,0,N225DL,ontime
DL,1736,LGA,01/15/2004,1762,DCA,0,N224DA,ontime
DL,1831,LGA,01/15/2004,1764,DCA,0,N241DL,ontime
DL,1928,LGA,01/15/2004,1766,DCA,0,N221DL,delayed
DL,2029,LGA,01/15/2004,1768,DCA,0,N225DL,delayed
MQ,1523,JFK,01/15/2004,4752,DCA,0,N727MQ,ontime
MQ,553,JFK,01/15/2004,4760,DCA,0,N728MQ,ontime
MQ,1834,JFK,01/15/2004,4784,DCA,0,N738MQ,ontime
MQ,800,LGA,01/15/2004,4954,DCA,0,N738MQ,delayed
MQ,1050,LGA,01/15/2004,4960,DCA,0,N739MQ,ontime
MQ,1341,LGA,01/15/2004,4964,DCA,0,N703MQ,delayed
MQ,1400,LGA,01/15/2004,4966,DCA,0,N715MQ,ontime
MQ,1519,LGA,01/15/2004,4968,DCA,0,N738MQ,ontime
MQ,1643,LGA,01/15/2004,4970,DCA,0,N838MQ,delayed
MQ,1758,LGA,01/15/2004,4972,DCA,0,N726MQ,delayed
MQ,2012,LGA,01/15/2004,4976,DCA,0,N721MQ,delayed
UA,955,LGA,01/15/2004,846,IAD,0,N555UA,delayed
US,627,LGA,01/15/2004,1479,DCA,0,N767UW,delayed
US,815,LGA,01/15/2004,2162,DCA,0,N748UW,ontime
US,1019,LGA,01/15/2004,2164,DCA,0,N757UW,delayed
US,1058,LGA,01/15/2004,2168,DCA,0,N700UW,ontime
US,1158,LGA,01/15/2004,2170,DCA,0,N748UW,ontime
US,1358,LGA,01/15/2004,2174,DCA,0,N715UW,ontime
US,1458,LGA,01/15/2004,2176,DCA,0,N700UW,ontime
US,1559,LGA,01/15/2004,2178,DCA,0,N748UW,ontime
US,1701,LGA,01/15/2004,2180,DCA,0,N757UW,ontime
US,1759,LGA,01/15/2004,2182,DCA,0,N715UW,ontime
US,1858,LGA,01/15/2004,2184,DCA,0,N700UW,delayed
US,2056,LGA,01/15/2004,2188,DCA,0,N757UW,delayed
RU,1450,EWR,01/15/2004,2403,BWI,0,N12934,ontime
RU,1027,EWR,01/15/2004,2303,BWI,0,N11551,delayed
RU,1811,EWR,01/15/2004,3372,BWI,0,N17560,delayed
CO,815,EWR,01/15/2004,806,DCA,0,N23657,delayed
CO,1951,EWR,01/15/2004,816,DCA,0,N11641,delayed
CO,1256,EWR,01/15/2004,808,DCA,0,N17614,ontime
DH,835,EWR,01/15/2004,7299,IAD,0,N675BR,ontime
DH,1237,EWR,01/15/2004,7303,IAD,0,N677BR,ontime
DH,2116,EWR,01/15/2004,7304,IAD,0,N709BR,ontime
DH,623,EWR,01/15/2004,7305,IAD,0,N332UE,ontime
RU,643,EWR,01/15/2004,2761,DCA,0,N16951,ontime
RU,1952,EWR,01/15/2004,2385,IAD,0,N11150,delayed
RU,654,EWR,01/15/2004,2855,IAD,0,N23139,delayed
RU,1345,EWR,01/15/2004,2692,IAD,0,N27512,delayed
RU,1646,EWR,01/15/2004,2181,DCA,0,N15973,ontime
RU,1525,EWR,01/15/2004,2261,DCA,0,N14942,ontime
RU,1504,EWR,01/15/2004,2156,IAD,0,N11127,ontime
RU,2140,EWR,01/15/2004,2879,DCA,0,N13994,delayed
RU,956,EWR,01/15/2004,2582,DCA,0,N15555,delayed
RU,1359,EWR,01/15/2004,2216,DCA,0,N11551,ontime
OH,1455,JFK,01/16/2004,5935,BWI,0,N924CA,ontime
DH,1648,JFK,01/16/2004,6155,DCA,0,N423FJ,ontime
DH,1545,LGA,01/16/2004,7211,IAD,0,N636BR,delayed
DH,1952,LGA,01/16/2004,7215,IAD,0,N636BR,delayed
DH,2117,LGA,01/16/2004,7684,IAD,0,N694BR,ontime
DH,640,LGA,01/16/2004,7790,IAD,0,N659BR,ontime
DH,840,JFK,01/16/2004,7800,IAD,0,N684BR,ontime
DH,1246,JFK,01/16/2004,7806,IAD,0,N662BR,ontime
DH,1454,JFK,01/16/2004,7808,IAD,0,N307UE,ontime
DH,1653,JFK,01/16/2004,7810,IAD,0,N311UE,ontime
DH,1709,JFK,01/16/2004,7812,IAD,0,N312UE,ontime
DH,2127,JFK,01/16/2004,7814,IAD,0,N624BR,ontime
DH,1607,JFK,01/16/2004,7816,IAD,0,N308UE,ontime
DL,1500,JFK,01/16/2004,746,DCA,0,N902DE,delayed
DL,630,LGA,01/16/2004,1740,DCA,0,N241DL,ontime
DL,739,LGA,01/16/2004,1742,DCA,0,N224DA,ontime
DL,829,LGA,01/16/2004,1744,DCA,0,N225DL,delayed
DL,929,LGA,01/16/2004,1746,DCA,0,N221DL,ontime
DL,1040,LGA,01/16/2004,1748,DCA,0,N232DZ,delayed
DL,1129,LGA,01/16/2004,1750,DCA,0,N224DA,ontime
DL,1228,LGA,01/16/2004,1752,DCA,0,N225DL,ontime
DL,1331,LGA,01/16/2004,1754,DCA,0,N221DL,ontime
DL,1429,LGA,01/16/2004,1756,DCA,0,N232DZ,ontime
DL,1532,LGA,01/16/2004,1758,DCA,0,N224DA,ontime
DL,1630,LGA,01/16/2004,1760,DCA,0,N225DL,ontime
DL,1728,LGA,01/16/2004,1762,DCA,0,N221DL,ontime
DL,1830,LGA,01/16/2004,1764,DCA,0,N232DZ,ontime
DL,1931,LGA,01/16/2004,1766,DCA,0,N224DA,ontime
DL,2028,LGA,01/16/2004,1768,DCA,0,N225DL,ontime
MQ,1522,JFK,01/16/2004,4752,DCA,0,N720MQ,ontime
MQ,553,JFK,01/16/2004,4760,DCA,0,N710MQ,ontime
MQ,2019,JFK,01/16/2004,4784,DCA,0,N721MQ,delayed
MQ,747,LGA,01/16/2004,4954,DCA,0,N805MQ,delayed
MQ,856,LGA,01/16/2004,4956,DCA,0,N707MQ,delayed
MQ,1217,LGA,01/16/2004,4960,DCA,0,N737MQ,delayed
MQ,1315,LGA,01/16/2004,4964,DCA,0,N732MQ,delayed
MQ,1429,LGA,01/16/2004,4966,DCA,0,N736MQ,delayed
MQ,1705,LGA,01/16/2004,4970,DCA,0,N704MQ,delayed
MQ,1729,LGA,01/16/2004,4972,DCA,0,N727MQ,delayed
MQ,2006,LGA,01/16/2004,4976,DCA,0,N737MQ,delayed
UA,955,LGA,01/16/2004,846,IAD,0,N513UA,delayed
US,628,LGA,01/16/2004,1479,DCA,0,N724UW,ontime
US,657,LGA,01/16/2004,2160,DCA,0,N723UW,ontime
US,756,LGA,01/16/2004,2162,DCA,0,N745UW,ontime
US,859,LGA,01/16/2004,2164,DCA,0,N748UW,delayed
US,958,LGA,01/16/2004,2166,DCA,0,N716UW,ontime
US,1059,LGA,01/16/2004,2168,DCA,0,N723UW,ontime
US,1151,LGA,01/16/2004,2170,DCA,0,N745UW,ontime
US,1258,LGA,01/16/2004,2172,DCA,0,N748UW,ontime
US,1356,LGA,01/16/2004,2174,DCA,0,N716UW,ontime
US,1457,LGA,01/16/2004,2176,DCA,0,N723UW,ontime
US,1558,LGA,01/16/2004,2178,DCA,0,N745UW,ontime
US,1658,LGA,01/16/2004,2180,DCA,0,N748UW,ontime
US,1758,LGA,01/16/2004,2182,DCA,0,N716UW,ontime
US,1900,LGA,01/16/2004,2184,DCA,0,N723UW,delayed
US,2000,LGA,01/16/2004,2186,DCA,0,N745UW,ontime
US,2057,LGA,01/16/2004,2188,DCA,0,N748UW,ontime
RU,1849,EWR,01/16/2004,3372,BWI,0,N15973,delayed
RU,1053,EWR,01/16/2004,2303,BWI,0,N13913,delayed
RU,1600,EWR,01/16/2004,2403,BWI,0,N13914,delayed
RU,654,EWR,01/16/2004,2703,BWI,0,N13553,ontime
CO,1423,EWR,01/16/2004,808,DCA,0,N14645,delayed
CO,1912,EWR,01/16/2004,814,DCA,0,N12319,delayed
CO,729,EWR,01/16/2004,806,DCA,0,N16648,ontime
DH,834,EWR,01/16/2004,7299,IAD,0,N694BR,ontime
DH,1711,EWR,01/16/2004,7302,IAD,0,N625BR,ontime
DH,1249,EWR,01/16/2004,7303,IAD,0,N625BR,ontime
DH,2120,EWR,01/16/2004,7304,IAD,0,N695BR,ontime
DH,700,EWR,01/16/2004,7305,IAD,0,N312UE,delayed
RU,1602,EWR,01/16/2004,2156,IAD,0,N26141,delayed
RU,643,EWR,01/16/2004,2761,DCA,0,N13997,ontime
RU,1622,EWR,01/16/2004,2261,DCA,0,N14950,delayed
RU,1549,EWR,01/16/2004,2216,DCA,0,N13997,delayed
RU,1753,EWR,01/16/2004,2181,DCA,0,N16951,delayed
RU,1421,EWR,01/16/2004,2692,IAD,0,N16511,delayed
RU,859,EWR,01/16/2004,2582,DCA,0,N15572,ontime
RU,2045,EWR,01/16/2004,2385,IAD,0,N16510,delayed
RU,657,EWR,01/16/2004,2855,IAD,0,N14972,ontime
RU,2050,EWR,01/16/2004,2879,DCA,0,N15910,ontime
RU,1827,EWR,01/16/2004,2497,IAD,0,N26549,delayed
OH,1455,JFK,01/17/2004,5935,BWI,0,N435CA,ontime
DH,1637,JFK,01/17/2004,6155,DCA,0,N409FJ,ontime
DH,1244,LGA,01/17/2004,7208,IAD,0,N627BR,ontime
DH,1714,LGA,01/17/2004,7215,IAD,0,N675BR,ontime
DH,2230,LGA,01/17/2004,7684,IAD,0,N686BR,delayed
DH,853,JFK,01/17/2004,7800,IAD,0,N694BR,ontime
DH,1236,JFK,01/17/2004,7806,IAD,0,N660BR,ontime
DH,1641,JFK,01/17/2004,7810,IAD,0,N311UE,ontime
DH,1720,JFK,01/17/2004,7812,IAD,0,N313UE,delayed
DH,2136,JFK,01/17/2004,7814,IAD,0,N706BR,delayed
DH,1808,JFK,01/17/2004,7818,IAD,0,N324UE,delayed
DL,1509,JFK,01/17/2004,746,DCA,0,N909DL,delayed
DL,727,LGA,01/17/2004,1742,DCA,0,N232DZ,ontime
DL,828,LGA,01/17/2004,1744,DCA,0,N221DL,ontime
DL,1028,LGA,01/17/2004,1748,DCA,0,N223DZ,ontime
DL,1430,LGA,01/17/2004,1756,DCA,0,N223DZ,ontime
DL,1708,LGA,01/17/2004,1760,DCA,0,N232DZ,delayed
DL,1829,LGA,01/17/2004,1764,DCA,0,N223DZ,ontime
DL,2026,LGA,01/17/2004,1768,DCA,0,N224DA,ontime
MQ,1529,JFK,01/17/2004,4752,DCA,0,N716MQ,ontime
MQ,554,JFK,01/17/2004,4760,DCA,0,N729MQ,ontime
MQ,1827,JFK,01/17/2004,4784,DCA,0,N721MQ,ontime
MQ,855,LGA,01/17/2004,4956,DCA,0,N805MQ,ontime
MQ,1247,LGA,01/17/2004,4964,DCA,0,N727MQ,ontime
UA,849,LGA,01/17/2004,846,IAD,0,N507UA,ontime
US,654,LGA,01/17/2004,2160,DCA,0,N736UW,ontime
US,859,LGA,01/17/2004,2164,DCA,0,N748UW,ontime
US,1100,LGA,01/17/2004,2168,DCA,0,N736UW,ontime
US,1259,LGA,01/17/2004,2172,DCA,0,N748UW,ontime
US,1456,LGA,01/17/2004,2176,DCA,0,N736UW,ontime
US,1658,LGA,01/17/2004,2180,DCA,0,N748UW,ontime
US,1854,LGA,01/17/2004,2184,DCA,0,N736UW,ontime
RU,1717,EWR,01/17/2004,3372,BWI,0,N15926,ontime
RU,1445,EWR,01/17/2004,2229,BWI,0,N14933,ontime
RU,1028,EWR,01/17/2004,2303,BWI,0,N14942,ontime
RU,658,EWR,01/17/2004,2703,BWI,0,N14991,ontime
CO,1258,EWR,01/17/2004,808,DCA,0,N37615,ontime
DH,835,EWR,01/17/2004,7299,IAD,0,N696BR,ontime
DH,1700,EWR,01/17/2004,7302,IAD,0,N652BR,ontime
DH,1240,EWR,01/17/2004,7303,IAD,0,N652BR,ontime
DH,2119,EWR,01/17/2004,7304,IAD,0,N652BR,delayed
RU,658,EWR,01/17/2004,2855,IAD,0,N29906,ontime
RU,1601,EWR,01/17/2004,2361,DCA,0,N16987,ontime
RU,1727,EWR,01/17/2004,2097,DCA,0,N14562,ontime
RU,1351,EWR,01/17/2004,2216,DCA,0,N14950,ontime
